advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-06-07,3,576.0,1525,6 out of 29,melbourne,semi-furnished,family,3,contact owner,level 0,0,margaret expressway,line,nan,ryan,rivers,u,0481.617.084,williamfrench@example.net
2022-06-21,3,583.0,1450,8 out of 10,melbourne,furnished,bachelors/family,3,contact owner,level 8,7,swanson copse,ramp,dr.,victor,goodwin,m,(08)63561138,lluna@example.com
2022-06-03,2,573.0,1200,ground out of 3,melbourne,semi-furnished,bachelors,2,contact owner,48/,537,juan crossroad,expressway,mr.,william,yang,m,+61.446.054.676,thorntonwesley@example.com
2022-06-18,2,578.0,1100,ground out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 69,9,christina thoroughfare,parkway,nan,virginia,smith,u,(02)52699345,gsmith@example.com
2022-06-18,2,569.0,700,2 out of 3,melbourne,semi-furnished,family,2,contact owner,apt. 199,3,natalie corner,grange,nan,carlos,mcclain,u,+61 8 7607 2011,anthonyadams@example.org
2022-05-31,3,581.0,1200,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,835/,661,marie rise,pathway,nan,tammy,frazier,u,+61 415 807 373,tylerhinton@example.com
2022-05-29,2,572.0,950,3 out of 4,melbourne,semi-furnished,bachelors/family,2,contact owner,7/,0,weaver walk,circus,dr.,christina,robinson,f,07.8765.6090,qshaffer@example.net
2022-05-27,2,571.0,900,1 out of 1,melbourne,unfurnished,bachelors,2,contact owner,apt. 903,90,spencer view,quadrangle,dr.,jimmy,flores,m,4016-3614,james40@example.net
2022-05-06,2,574.0,805,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 52,99,cassidy parkway,ground,dr.,alyssa,wise,f,65661222,hrivera@example.net
2022-06-22,3,576.0,1200,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 57,0,owens fairway,street,nan,william,charles,u,+61-2-4768-6700,colleenwalsh@example.org
2022-06-20,3,581.0,1500,lower basement out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,apt. 019,7,guzman rosebowl,artery,dr.,nicole,morton,f,(08).4491.0294,qmorales@example.com
2022-05-20,2,583.0,1050,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,9/,453,janet frontage,gates,nan,mark,rose,u,5049.8791,acooper@example.net
2022-06-10,1,562.0,800,1 out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,unit 72,107,harris reach,hill,mr.,craig,lopez,m,+61-465-632-238,rojascathy@example.net
2022-06-18,1,565.0,360,lower basement out of 1,melbourne,semi-furnished,bachelors/family,1,contact owner,00/,2,holloway glade,driveway,dr.,kevin,wright,m,43976410,flemingrick@example.net
2022-06-15,3,613.0,1600,4 out of 4,melbourne,unfurnished,bachelors/family,3,contact agent,flat 22,0,brenda rosebowl,mews,dr.,jared,valenzuela,m,0482 720 363,huntmegan@example.org
2022-06-18,2,574.0,700,ground out of 2,melbourne,furnished,bachelors/family,2,contact owner,apt. 184,5,crystal corner,brow,ms.,kathryn,smith,f,7190 0074,destinyalvarez@example.org
2022-06-10,1,560.0,500,1 out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,unit 08,3,martin gully,garden,miss,reyansh,atwal,f,0448-331-498,janiceevans@example.com
2022-06-11,3,587.0,1132,10 out of 16,melbourne,semi-furnished,bachelors/family,2,contact agent,010/,88,spears circuit,rotary,dr.,carl,dominguez,m,03-9858-7115,espinozabenjamin@example.org
2022-05-06,3,577.0,1400,28 out of 31,melbourne,semi-furnished,bachelors/family,3,contact owner,apt. 528,12,amy circle,circus,nan,amy,harvey,u,+61-451-768-997,alan47@example.com
2022-05-13,3,583.0,1400,3 out of 4,melbourne,semi-furnished,bachelors/family,3,contact owner,995/,16,pamela cutting,close,mr.,jacob,silva,m,0847-0200,zhangrebecca@example.org
2022-04-30,2,571.0,800,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,898/,295,lawrence freeway,round,nan,kevin,mcmahon,u,+61-481-227-365,douglaslatasha@example.com
2022-06-12,3,568.0,80,3 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,89/,82,soto copse,underpass,nan,nicole,anderson,u,+61-437-197-229,nancygibson@example.net
2022-05-09,3,568.0,1000,1 out of 8,melbourne,semi-furnished,bachelors/family,3,contact owner,apt. 994,444,thompson court,end,mrs.,shannon,bell,f,8287-4173,torrespaul@example.net
2022-06-18,2,588.0,1020,3 out of 17,melbourne,semi-furnished,bachelors/family,2,contact agent,547/,8,medina trailer,wynd,nan,james,wright,u,+61.3.4132.9553,paynekylie@example.net
2022-04-30,2,571.0,900,1 out of 2,melbourne,furnished,bachelors/family,2,contact owner,unit 88,2,craig slope,top,dr.,ashley,matthews,f,61445666,ssullivan@example.com
2022-06-25,2,566.0,600,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,unit 12,8,spencer siding,rue,dr.,michelle,martin,f,+61-3-5842-0634,johnsonkaren@example.org
2022-05-30,2,571.0,650,2 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,unit 91,3,matthew grove,siding,nan,stephanie,wood,u,+61.7.1356.7358,zgilmore@example.net
2022-04-30,3,572.0,100,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,14/,1,williams subway,terrace,mr.,mr.,omar,m,+61.447.812.099,danielle60@example.net
2022-05-09,2,594.0,585,1 out of 5,melbourne,unfurnished,bachelors/family,2,contact owner,suite 323,101,megan pathway,crossing,nan,melanie,haynes,u,02.8952.9607,gmathews@example.org
2022-06-14,2,571.0,740,2 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,unit 16,8,brian street,walk,mr.,wesley,robbins,m,7520 3092,qmoore@example.com
2022-05-20,1,568.0,550,2 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,4/,2,potts dip,parklands,dr.,joy,mills,f,0434 876 163,luisbishop@example.com
2022-05-20,2,572.0,786,1 out of 3,melbourne,furnished,bachelors/family,2,contact owner,level 5,67,bush park,turn,dr.,mrs.,lorraine,f,+61792109357,twilliams@example.org
2022-05-25,2,572.0,1100,2 out of 4,melbourne,unfurnished,family,2,contact owner,suite 556,28,penny gate,retreat,mr.,robert,burgess,m,2444 5273,qortega@example.net
2022-05-29,1,565.0,700,2 out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,suite 964,32,grant motorway,key,nan,frances,snyder,u,0452-660-102,fcarson@example.org
2022-06-13,3,577.0,1785,9 out of 12,melbourne,semi-furnished,family,3,contact owner,992/,547,tucker grange,deviation,dr.,jill,shannon,f,08.9614.6933,jacobleonard@example.net
2022-06-22,2,574.0,1050,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,273/,1,johnson byway,crest,nan,nicole,bell,u,+61825500198,joshua30@example.com
2022-04-30,2,566.0,450,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,96/,412,michelle wynd,square,nan,lori,bartlett,u,(03)-4354-4753,justin65@example.org
2022-06-06,2,569.0,803,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 070,375,laura roads,follow,nan,patrick,pearson,u,51246578,lopezjoel@example.com
2022-05-06,2,576.0,1100,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,126/,31,robinson close,frontage,nan,patricia,wright,u,02 5857 4985,michellemoses@example.org
2022-05-06,2,568.0,1500,ground out of 2,melbourne,furnished,bachelors/family,2,contact owner,level 6,103,silva range,broadway,nan,elakshi,ratta,u,07 6866 8926,yspencer@example.com
2022-04-30,1,564.0,400,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,apt. 378,500,small estate,avenue,dr.,krystal,kim,f,0410-381-070,riversjulie@example.com
2022-05-06,2,577.0,914,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 031,660,mason court,circus,mrs.,rohan,doctor,f,3685 0431,samanthagutierrez@example.org
2022-05-06,2,577.0,1000,2 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,57/,39,garner foreshore,plaza,mrs.,darlene,wilson,f,0394469762,kristawhite@example.org
2022-05-06,3,605.0,1170,ground out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 712,18,tanner triangle,hill,mr.,juan,travis,m,02-4107-0883,sharonstevens@example.com
2022-05-21,1,564.0,350,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,8/,8,watkins vista,promenade,nan,julie,cain,u,+61 2 6096 3964,tylergeorge@example.org
2022-06-15,3,574.0,1120,1 out of 2,melbourne,unfurnished,bachelors,2,contact owner,339/,505,santana point,heights,mrs.,vritika,gaba,f,+61 447 442 541,victorwells@example.net
2022-06-22,2,577.0,1100,ground out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,381/,86,trujillo subway,little,nan,donna,mullen,u,(07) 9642 8392,jessicarich@example.net
2022-05-06,1,564.0,500,ground out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,flat 24,441,raymond service way,arcade,nan,anika,sankar,u,+61-443-213-446,jeremymartin@example.com
2022-05-25,1,566.0,200,1 out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,10/,246,shannon square,grange,mrs.,kelli,evans,f,02.7860.6963,hobbsjaclyn@example.org
2022-06-20,1,565.0,350,1 out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,apt. 869,0,kevin outlook,close,miss,tiffany,patterson,f,0416.103.333,kellyreyes@example.net
2022-05-20,2,568.0,800,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,level 2,69,bond ground,gates,dr.,steven,hester,m,(08)39932560,edward55@example.net
2022-05-25,3,599.0,1503,3 out of 7,melbourne,semi-furnished,family,2,contact owner,7/,554,linda wynd,way,nan,derek,padilla,u,5185.9766,mkelly@example.net
2022-06-22,3,577.0,1200,ground out of 2,melbourne,unfurnished,bachelors/family,3,contact owner,apt. 678,53,johnson lookout,service way,nan,sherry,fischer,u,(07) 4283 5320,vtorres@example.org
2022-05-20,1,577.0,625,4 out of 10,melbourne,semi-furnished,bachelors/family,1,contact owner,38/,692,johnson quays,riviera,nan,bonnie,flores,u,9247 4069,breweramy@example.com
2022-05-06,2,566.0,860,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,86/,4,garrett fairway,amble,nan,pamela,daniel,u,2200.8454,beckyperez@example.com
2022-05-06,2,568.0,960,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,82/,122,newman vista,gardens,mr.,robert,turner,m,(08)28524187,cory88@example.org
2022-05-06,2,565.0,550,1 out of 3,melbourne,unfurnished,bachelors,1,contact owner,47/,66,matthew riverway,route,mr.,jason,ramos,m,0427-340-899,sdiaz@example.com
2022-05-06,3,594.0,1000,ground out of 2,melbourne,semi-furnished,bachelors/family,3,contact owner,unit 43,0,miller pathway,point,mr.,nicholas,wheeler,m,0409-158-671,fatkins@example.com
2022-06-10,3,587.0,1500,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact agent,suite 534,39,erica quays,green,nan,mackenzie,hunt,u,(07).0107.8057,zlittle@example.net
2022-05-06,2,576.0,966,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,369/,2,williams intersection,point,nan,sandra,chen,u,0498.717.827,ubennett@example.org
2022-05-06,3,606.0,1400,1 out of 2,melbourne,semi-furnished,bachelors/family,3,contact owner,level 2,599,lindsay plateau,quay,mr.,joseph,vargas,m,(02) 5082 3507,zjackson@example.org
2022-05-06,3,574.0,1300,2 out of 7,melbourne,semi-furnished,bachelors/family,2,contact owner,28/,396,derrick ramp,dale,mrs.,carolyn,johnson,f,0453.247.474,tlarsen@example.org
2022-06-05,3,571.0,1062,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 342,609,meghan parklands,nook,dr.,david,simmons,m,0390558387,garrettdean@example.org
2022-04-30,3,600.0,1850,2 out of 3,melbourne,semi-furnished,bachelors,3,contact owner,apt. 833,3,peter river,mall,mr.,scott,cook,m,(03) 6954 0178,levi44@example.org
2022-04-30,2,565.0,600,2 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,unit 70,471,linda pocket,riverway,mrs.,lavanya,mammen,f,0761-7064,martinezdebbie@example.org
2022-06-25,2,569.0,1000,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,353/,15,whitehead green,vista,nan,amanda,williams,u,3519 4390,michelehammond@example.net
2022-05-25,3,581.0,1065,4 out of 5,melbourne,semi-furnished,bachelors/family,3,contact owner,9/,26,allen reach,reach,nan,shawn,gray,u,6418-3742,ahumphrey@example.net
2022-06-10,2,567.0,740,1 out of 2,melbourne,unfurnished,family,2,contact owner,unit 31,11,oliver copse,retreat,mrs.,baba,siyabonga,f,+61.499.005.050,lori47@example.com
2022-05-25,2,576.0,700,ground out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 322,4,michelle colonnade,strip,dr.,michael,allen,m,+61 3 0055 9285,harrisjoel@example.net
2022-05-24,2,571.0,890,3 out of 11,melbourne,unfurnished,bachelors,2,contact owner,apt. 526,416,peterson tarn,track,nan,dana,cooley,u,0490-677-999,melissa22@example.net
2022-05-25,2,574.0,700,1 out of 3,melbourne,furnished,bachelors/family,2,contact owner,17/,2,schneider front,lane,miss,betty,little,f,0729103291,tracifrederick@example.com
2022-06-10,3,573.0,1155,15 out of 19,melbourne,unfurnished,bachelors/family,2,contact owner,flat 92,308,kathryn bridge,rosebowl,mr.,john,morris,m,+61 7 7344 8224,kristinallen@example.net
2022-06-19,1,568.0,550,ground out of 4,melbourne,unfurnished,bachelors/family,1,contact owner,flat 46,84,jacqueline grove,ground,mr.,robert,wagner,m,0487-986-932,yjohnson@example.org
2022-05-25,2,577.0,1000,1 out of 5,melbourne,semi-furnished,bachelors/family,2,contact owner,675/,34,joshua bridge,front,dr.,jayesh,bhagat,m,0484 871 821,lramirez@example.net
2022-06-23,2,566.0,900,1 out of 1,melbourne,unfurnished,bachelors,1,contact owner,suite 888,4,anthony siding,brow,mr.,jordan,scott,m,+61.7.8282.8758,jeffreybishop@example.net
2022-06-14,2,568.0,1015,ground out of 2,melbourne,semi-furnished,bachelors/family,3,contact owner,753/,93,parker range,road,nan,kristen,george,u,+61 489 940 177,paulbarker@example.net
2022-06-11,3,587.0,1700,7 out of 9,melbourne,semi-furnished,bachelors/family,3,contact owner,level 7,193,brian bypass,link,mrs.,stephanie,mayer,f,+61874095202,jennifersmith@example.org
2022-05-12,1,568.0,850,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,0/,8,jill part,trunkway,nan,megan,christensen,u,+61-413-382-301,donaldhall@example.net
2022-06-18,2,572.0,1260,ground out of 1,melbourne,semi-furnished,bachelors/family,3,contact owner,unit 54,192,jones beach,thoroughfare,mr.,alexander,silva,m,0442 830 362,rebeccacolon@example.org
2022-05-06,2,576.0,800,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 690,6,kelsey villas,trail,dr.,joanne,williams,f,03-6033-5050,wongrobert@example.org
2022-06-17,2,567.0,800,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,6/,400,ibarra corner,line,nan,courtney,george,u,(02).9157.2673,tricia55@example.org
2022-05-19,3,586.0,1570,ground out of 2,melbourne,semi-furnished,bachelors/family,3,contact owner,unit 57,123,gabriel highway,park,mrs.,elizabeth,potts,f,+61 452 226 700,jacksonstacy@example.com
2022-06-04,1,563.0,570,ground out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,suite 041,648,kenneth elbow,copse,mr.,bradley,thompson,m,+61.8.0016.6606,lwilliams@example.net
2022-05-25,2,578.0,1000,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,flat 39,83,mike cruiseway,gates,mr.,gregory,brown,m,+61.404.636.172,buchananbobby@example.com
2022-05-18,2,581.0,700,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,apt. 652,15,sydney pathway,ronde,dr.,alexander,kennedy,m,02 9445 7553,darlene90@example.org
2022-05-06,2,573.0,690,ground out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,level 5,202,clark retreat,landing,mr.,jamie,herman,m,+61-477-807-160,jacob18@example.com
2022-06-06,2,567.0,800,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,127/,51,singh rotary,slope,nan,marcus,arnold,u,+61-7-0456-0891,william87@example.org
2022-05-01,2,574.0,780,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,40/,4,rhonda basin,hill,miss,brianna,stevens,f,+61-7-3320-7486,brandonbradley@example.com
2022-04-30,1,565.0,500,ground out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,unit 22,419,jose parade,key,mrs.,brittany,smith,f,0423 780 038,wlambert@example.org
2022-06-02,2,567.0,750,1 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,27/,9,wagner byway,crescent,nan,thomas,mckee,u,0251141853,scottdonaldson@example.org
2022-06-02,1,564.0,500,ground out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,31/,8,brennan walkway,ramble,mrs.,mrs.,angel,f,02-5472-3570,jennifer36@example.com
2022-06-14,2,585.0,1153,15 out of 19,melbourne,semi-furnished,family,2,contact owner,0/,74,smith place,trunkway,mr.,james,white,m,08-4641-3794,joneschristopher@example.net
2022-05-06,1,563.0,510,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,suite 673,22,ashley avenue,flat,dr.,dustin,pollard,m,(08)-8521-4900,crystal40@example.com
2022-05-19,2,572.0,730,2 out of 2,melbourne,semi-furnished,family,2,contact owner,942/,187,thomas dip,dip,mr.,jason,watson,m,+61.8.6276.3161,obrown@example.org
2022-05-25,2,574.0,950,ground out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,5/,22,cohen bridge,riviera,nan,crystal,rojas,u,+61.444.855.749,kyle00@example.org
2022-05-20,2,568.0,730,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,416/,52,michael slope,quad,mrs.,veronica,adams,f,93535955,wongjared@example.org
2022-05-20,2,568.0,900,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 08,9,karen glen,pocket,nan,william,krueger,u,(02).6578.5255,gcrane@example.com
2022-05-06,1,564.0,506,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,3/,644,robyn underpass,piazza,nan,laurie,george,u,(07)78062566,lopezalicia@example.com
2022-04-30,2,564.0,749,2 out of 4,melbourne,unfurnished,bachelors/family,2,contact owner,unit 26,1,smith quadrant,grove,nan,michael,rodriguez,u,+61.7.8727.6250,zburton@example.com
2022-05-05,2,583.0,1000,2 out of 3,melbourne,semi-furnished,family,2,contact owner,623/,51,estrada centre,mews,nan,carrie,singleton,u,(08)-4291-5951,macdonaldrobert@example.org
2022-06-18,1,564.0,600,1 out of 1,melbourne,unfurnished,bachelors,1,contact owner,unit 87,327,jack frontage,basin,mrs.,gail,tate,f,(07).8852.2119,matthew69@example.com
2022-06-23,1,574.0,1900,3 out of 4,melbourne,semi-furnished,bachelors/family,1,contact owner,flat 21,421,tami slope,colonnade,dr.,mrs.,amy,f,5461.3324,qchavez@example.net
2022-06-02,1,564.0,500,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,8/,23,tyler trailer,corso,mr.,mr.,richard,m,0486.750.825,kaylasmith@example.com
2022-05-05,3,574.0,1107,4 out of 4,melbourne,semi-furnished,bachelors/family,2,contact owner,8/,7,wilson circlet,vista,ms.,cathy,vincent,f,(03)28723794,dodom@example.net
2022-05-22,2,567.0,600,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,level 3,589,williams terrace,trunkway,mrs.,alexis,cooley,f,12434352,kevin80@example.org
2022-05-06,3,578.0,1235,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,52/,5,lewis upper,circlet,nan,renee,cain,u,+61 7 6430 4051,tylermiller@example.net
2022-05-03,3,577.0,800,2 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,suite 293,70,woods rotary,roadway,mrs.,kaylee,patrick,f,6336.4454,wanda85@example.org
2022-06-18,2,571.0,700,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,apt. 331,64,angela crest,siding,mr.,brandon,burch,m,+61.3.2871.2715,millerjoseph@example.org
2022-06-24,2,594.0,900,2 out of 4,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 30,60,deborah steps,end,nan,joseph,trevino,u,+61 446 291 237,ggallegos@example.net
2022-06-22,1,560.0,400,2 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,unit 94,600,vasquez trail,river,mr.,justin,martin,m,8883-8823,zacharygonzalez@example.net
2022-06-02,2,573.0,850,2 out of 3,melbourne,furnished,bachelors/family,2,contact owner,apt. 175,32,nathaniel parklands,gardens,mrs.,sarah,edwards,f,02.1520.2155,walterallen@example.net
2022-05-13,1,565.0,281,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,suite 404,9,hunter mew,beach,mrs.,karen,good,f,61469156,stephen59@example.com
2022-06-02,1,571.0,600,2 out of 4,melbourne,furnished,bachelors/family,1,contact owner,suite 418,12,peters row,square,ms.,sharon,weber,f,08-1196-4930,sarah46@example.com
2022-06-24,2,573.0,1050,1 out of 1,melbourne,unfurnished,bachelors,2,contact owner,apt. 402,461,kelly garden,circuit,dr.,timothy,vazquez,m,+61.7.3796.9858,kristy10@example.org
2022-06-22,1,565.0,390,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,apt. 059,2,may crossroad,steps,mr.,ryan,wilson,m,0402 342 581,mccormickcaitlin@example.com
2022-05-22,3,578.0,950,4 out of 4,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 398,35,mcgee right of way,towers,dr.,edward,hamilton,m,9300-4206,robin44@example.net
2022-05-20,3,590.0,1500,3 out of 4,melbourne,semi-furnished,family,3,contact owner,72/,9,wright highroad,pass,mrs.,jennifer,stevenson,f,2997.5113,william05@example.com
2022-05-16,2,576.0,200,2 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,054/,360,lucas trailer,range,mr.,darryl,fields,m,07-6173-7548,williamsonjennifer@example.net
2022-05-23,2,571.0,926,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 28,490,daniel river,highroad,mr.,zachary,jenkins,m,(02)-5158-7340,ricebrian@example.net
2022-05-15,3,573.0,1800,ground out of 2,melbourne,semi-furnished,family,3,contact owner,unit 87,36,martinez parkway,villas,nan,raunak,lal,u,0369374204,tony90@example.org
2022-06-18,1,564.0,550,ground out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,9/,451,cathy ridge,anchorage,nan,jeremy,williams,u,+61764968144,meghanhernandez@example.org
2022-05-16,1,569.0,520,3 out of 4,melbourne,semi-furnished,bachelors/family,1,contact owner,level 1,7,newman turn,entrance,mr.,joshua,chavez,m,1580-1568,millercory@example.org
2022-06-14,1,564.0,400,1 out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,suite 646,13,hines crest,plateau,mr.,ian,carson,m,+61-415-397-423,hbranch@example.com
2022-05-06,2,568.0,1050,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,level 0,5,harris highroad,wade,nan,seth,hogan,u,0425-794-853,rebecca25@example.com
2022-06-02,2,580.0,800,1 out of 4,melbourne,semi-furnished,bachelors/family,2,contact agent,28/,42,krueger interchange,ride,nan,gregory,vega,u,(03)23978433,rcardenas@example.org
2022-05-26,1,568.0,502,1 out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,23/,32,lauren trunkway,mew,mrs.,claire,porter,f,0478.530.075,doylejenny@example.org
2022-06-25,2,572.0,925,1 out of 2,melbourne,unfurnished,bachelors,2,contact owner,apt. 498,1,melissa mew,chase,nan,sherri,smith,u,(07) 2763 5341,jameswhite@example.org
2022-05-25,2,571.0,500,2 out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,872/,5,mcknight alleyway,strip,mr.,jonathan,day,m,31508692,christina49@example.org
2022-05-25,2,568.0,950,1 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,unit 66,31,carlson cutting,gates,nan,melissa,wilson,u,0329704583,christopher25@example.com
2022-06-02,2,576.0,930,1 out of 4,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 818,49,megan highway,copse,dr.,patrick,williams,m,03.4270.2445,castromark@example.org
2022-06-14,2,569.0,950,1 out of 1,melbourne,semi-furnished,family,2,contact owner,suite 281,33,bishop colonnade,highway,nan,robert,arias,u,03-4152-2711,james94@example.net
2022-05-20,2,574.0,950,1 out of 2,melbourne,semi-furnished,family,1,contact owner,unit 03,5,ashley triangle,landing,mr.,david,king,m,+61.495.882.874,christinaharrison@example.net
2022-05-20,3,574.0,1100,1 out of 1,melbourne,unfurnished,family,2,contact owner,level 4,9,pratt distributor,nook,nan,gary,johnson,u,09693239,jimenezstephen@example.org
2022-05-29,2,571.0,1000,3 out of 5,melbourne,semi-furnished,bachelors/family,2,contact owner,062/,5,ramos crest,range,mr.,james,pena,m,(08).5625.4086,nataliehuang@example.org
2022-05-31,1,568.0,500,ground out of 2,melbourne,unfurnished,bachelors,1,contact agent,1/,72,fuller cross,place,mr.,john,cook,m,+61.480.922.110,michael06@example.com
2022-06-06,1,564.0,400,ground out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,941/,96,cynthia road,strand,mr.,alexander,jacobs,m,(02).3776.5435,ecox@example.net
2022-06-18,1,568.0,550,2 out of 3,melbourne,unfurnished,bachelors,1,contact owner,528/,4,ryan range,gully,dr.,sherry,wolfe,f,+61267176337,rickyhunt@example.org
2022-05-20,2,567.0,730,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,920/,99,hernandez ring,roadway,dr.,lisa,black,f,+61.485.451.325,mckenzie71@example.com
2022-05-01,2,569.0,1000,1 out of 2,melbourne,semi-furnished,family,2,contact owner,840/,85,myers river,gap,mr.,paul,velasquez,m,7073 0174,haletimothy@example.org
2022-06-05,2,581.0,1800,12 out of 19,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 64,687,smith grove,trunkway,mrs.,stephanie,graham,f,07-3414-0965,qburns@example.com
2022-05-20,2,567.0,745,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 999,3,carmen nook,access,nan,spencer,walker,u,02.9725.6600,elizabethjohnson@example.org
2022-06-03,1,572.0,450,3 out of 4,melbourne,unfurnished,bachelors,1,contact owner,4/,1,hart row,ronde,nan,nancy,diaz,u,08 2399 2683,andreaglenn@example.org
2022-05-20,2,576.0,1030,2 out of 4,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 04,39,powell mew,view,dr.,patricia,carpenter,f,+61-445-854-346,johnsonchristopher@example.net
2022-06-18,2,574.0,1000,ground out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,59/,0,miller parade,point,mr.,tyler,rodriguez,m,+61.2.5683.6212,tbullock@example.net
2022-05-20,1,572.0,550,ground out of 1,melbourne,semi-furnished,bachelors/family,1,contact owner,unit 29,3,diane roads,trailer,mrs.,kellie,richardson,f,0446 077 750,caseyjenkins@example.net
2022-05-05,3,588.0,1125,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 349,4,ryan key,cross,mr.,joseph,gutierrez,m,(07)-0390-3344,jhood@example.net
2022-06-18,2,569.0,700,1 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,unit 70,13,john gate,top,nan,william,gregory,u,(08).6005.0139,christy91@example.com
2022-06-22,2,578.0,1100,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,level 0,677,evans terrace,dell,dr.,cheryl,hopkins,f,(07) 0434 0681,judy53@example.org
